student_id,application_year,age,graduation_year,department,university_tier,cgpa,english_exam_score,attendance_rate,failed_courses_count,target_role,coding_score,problem_solving_score,data_structures_score,sql_score,machine_learning_score,backend_score,frontend_score,cloud_score,devops_score,project_quality_score,real_client_project_count,internship_count,internship_duration_months,freelance_project_count,hackathon_count,hackathon_awards,portfolio_score,github_repo_count,github_avg_stars,open_source_contribution_count,linkedin_profile_score,cv_quality_score,technical_interview_score,hr_interview_score,communication_score,teamwork_score,leadership_score,presentation_score,certification_count,bootcamp_count,applications_sent,interviews_attended,hobby,preferred_social_media_platform,career_success_score,mentor_feedback_text
STU_005565,2026,23,2026,2,1,3.22,88.36,87.92,1,1,77.51,80.05,64.06,68.84465856928013,74.43,81.09484110336233,69.0,55.69,53.14,78.87,1,2,6.0,0,0,0,34.55,8,0.28,2.0,53.93,75.72,62.78,55.94,36.62,18.72,81.01,63.6,4,2,6,1,6,3,78.4,2883
STU_005566,2021,21,2021,0,2,3.7,52.95,73.28,4,1,61.63,49.38,60.56,62.4783928712338,62.45,48.564521192665,56.26,47.64,53.25,65.41,3,3,8.0,2,2,1,65.68,8,0.97,2.0,65.77,42.09,78.32,66.7,61.33,75.68,66.09,89.67,1,0,32,3,6,2,81.2,5239
STU_005567,2023,23,2023,0,0,3.59,33.72,88.09,1,10,77.72,63.43,72.99,99.33,62.3,67.62,82.24,77.63,68.94,50.2,2,0,4.0,1,1,0,76.15,7,2.55,3.0,49.31,78.45,68.19,73.28,57.35,32.24,53.11,74.4,0,0,117,9,4,0,74.93,2741
STU_005568,2026,24,2025,0,3,4.0,30.19,73.22,1,1,67.31,73.11,67.78,82.32233650780844,51.63,56.252312885571,60.26,39.27,63.51,30.92,0,3,7.0,0,1,1,35.73,3,0.35,4.0,26.38,61.14,37.12,62.95,67.67,35.41,21.22,36.21,3,1,10,2,5,5,54.43,8950
STU_005569,2024,23,2023,0,2,2.98,57.37218746545817,78.81,2,10,72.49,83.15,81.98,80.59,79.93,91.04,58.97,82.01,46.01,70.27,1,3,11.0,2,1,0,69.22,2,0.58,2.0,44.05,60.09,49.79,57.4433546637744,56.89,61.52,41.58,78.05,1,1,67,6,5,4,82.58,4705
STU_005570,2025,22,2025,1,1,2.34,56.99,73.11,1,2,79.68,73.98,65.38,83.43,69.64,58.36,83.5,88.84024739739586,89.61510558543901,92.68,2,0,5.0,1,3,1,39.51,20,1.11,12.0,76.39,56.38,61.61,22.93,21.95,69.79,62.0,49.02,2,1,35,8,1,1,100.0,1787
STU_005571,2023,25,2023,0,0,2.64,61.33,84.76,0,0,70.76,79.04,82.49,86.35,70.44923079951187,66.52,67.89,57.81,57.75,72.18,2,0,4.0,2,2,2,83.45,10,6.78,7.0,82.07,72.96,66.26,46.46,82.94,34.72,53.41,58.53,1,2,67,6,4,5,100.0,9104
STU_005572,2025,22,2025,6,2,2.69,91.77,74.1,0,7,77.08,70.72,73.06,77.27,41.89,64.6,81.35571883092189,58.21,55.06,55.7,1,0,0.0,1,2,0,57.17,1,1.1,1.0,34.47,46.37,51.87,76.04,73.52,81.65,62.31,71.59,3,1,33,4,0,0,62.87,2484
STU_005573,2022,24,2022,4,2,3.15,56.5,78.23,1,1,83.54,84.22,81.12,89.3332273575129,80.96,98.22715342871864,91.03,68.94,79.0,64.89,2,2,4.0,3,0,0,81.98,8,9.08,8.0,9.66,65.76,58.91,60.42,66.76,79.32,49.45,72.11,2,0,40,4,6,2,95.02,690
STU_005574,2020,24,2020,0,3,2.62,62.34,100.0,0,10,71.85,83.07,74.59,62.69,64.48,82.11,74.23,44.41,54.72,81.92,2,0,3.0,1,2,1,62.89,9,1.81,6.0,72.31,45.1,85.05,77.16,82.34,59.79,47.82,29.01,2,2,53,9,5,3,99.25,9275
STU_005575,2022,23,2022,5,3,3.58,36.55,87.61,2,1,76.56,67.74,78.89,73.89776375386629,41.22,62.05897747577163,51.29,69.97,59.98,72.63,1,0,4.0,1,0,0,35.74,4,2.05,2.0,40.26,27.61,52.81,82.56,61.35,57.14,65.4,73.79,1,0,67,7,4,0,68.48,9286
STU_005576,2023,22,2023,1,2,3.24,60.03,80.62,1,4,90.32,91.84,82.88,84.89088612306286,81.71989910663115,91.72,84.25,80.39,51.36,78.21,1,1,5.0,0,1,0,63.58,5,5.16,3.0,69.06,49.63,60.92,43.37,59.76,85.97,57.58,77.74,2,0,63,6,6,1,89.36,1916
STU_005577,2021,22,2021,2,2,3.71,70.98,91.48,1,1,68.31,71.85,60.17,74.17532077101471,65.18,83.48986171832595,62.99,66.76,68.04,37.54,1,2,6.0,0,1,0,69.15,6,2.35,1.0,27.83,33.33,44.84,70.62,55.59,76.46,37.24,85.53,2,2,17,1,1,2,91.81,284
STU_005578,2019,25,2019,0,2,3.3,57.37218746545817,87.23,2,7,69.77,59.06,65.82,61.85,60.46,59.83,42.13388398669253,75.4,53.7,44.27,2,0,10.0,1,1,0,59.7,4,2.45,1.0,50.31,68.8,36.33,56.04,52.88,63.86,45.49,36.15,1,2,24,2,2,0,67.08,2324
STU_005579,2025,22,2024,0,1,3.11,41.22,75.76,1,1,75.76,63.5,65.33,88.99557585903497,61.88,98.48443488350485,70.12,61.17,62.69,66.46,1,1,6.0,0,2,1,66.54,9,0.36,8.0,46.74,45.23,84.66,83.27,64.38,38.98,57.89,73.97,2,1,30,1,1,2,91.37,604
STU_005580,2022,21,2022,6,2,2.93,80.93,79.06,1,2,71.93,65.39,39.25,62.01,53.36,51.25,64.89,63.69023238408919,58.73171877944819,73.76,3,0,4.0,1,0,0,81.9,10,4.26,9.0,53.8,57.53,59.31,55.5,78.1,61.69,50.67,49.07,1,1,107,12,6,5,92.64,1609
STU_005581,2019,29,2018,1,3,3.5,56.97,96.63,0,7,58.77,50.46,62.58,62.11,56.36,46.51,74.34311335847451,62.54,39.26,84.23,0,5,14.0,3,2,1,45.96,7,1.58,0.0,53.557445349335616,39.09,47.85,57.4433546637744,26.97,63.96,69.68,59.15,5,3,4,0,6,0,76.53,779
STU_005582,2024,25,2024,1,0,2.98,50.98,81.51,2,2,68.86,51.13,62.48,53.55,45.15,76.75,49.43,56.91645897006966,70.51723113806794,87.05,2,1,3.0,1,2,1,70.68,9,18.56,3.0,88.34,71.32,68.12,89.2,48.94,70.69,36.86,73.35,4,3,31,1,5,3,97.34,1769
STU_005583,2019,24,2019,0,0,2.62,42.08,69.28,2,10,98.78,91.71,93.34,84.61,85.83,88.41,86.67,76.2,78.19,85.43,2,2,5.0,1,0,0,99.25,7,4.79,5.0,69.38,70.56,23.27,72.26,26.64,59.34,35.35,78.21,2,1,14,2,5,5,93.04,8037
STU_005584,2025,22,2025,5,1,2.41,28.14,78.98,1,1,66.26,76.49,73.73,84.04818441156897,67.27,87.84534803494958,91.96,72.47,74.55,68.05,1,3,7.0,0,0,0,39.56,10,2.16,1.0,19.35,27.55,72.52,78.79,79.06,79.47,40.07,72.64,0,0,41,5,6,0,95.46,521
STU_005585,2020,22,2020,5,2,3.77,89.52,97.7,1,1,62.04,60.8,48.07,59.31476703596893,50.01,83.74977699136049,68.91,62.81,61.18,6.8,0,1,5.0,1,1,0,78.92,5,3.48,3.0,67.2,57.99,82.08,46.31,36.27,73.51,46.48,47.28,2,3,12,1,7,2,82.56,3209
STU_005586,2026,27,2026,0,2,3.75,39.71,67.16,0,5,65.33,56.27,61.92,71.30536493045878,69.85447202197992,41.63,33.6,55.6,38.86,65.46,1,0,5.0,1,0,0,61.08,6,4.14,3.0,79.72,91.97,90.05,62.32,75.71,86.78,75.1,76.5,1,1,39,2,6,1,72.17,5637
STU_005587,2026,26,2026,1,1,2.13,67.98,82.21,3,4,67.9,64.3,61.09,99.30122546267522,51.00310123091605,70.37,73.56,54.48,64.84,52.45,1,0,2.0,1,2,0,57.84,5,4.96,3.0,57.04,27.56,66.37,40.67,79.27,59.12,52.84,33.05,1,1,83,5,4,1,54.53,2171
STU_005588,2026,21,2026,1,2,3.16,66.59,80.09,4,0,56.62,44.19,60.5,64.6,75.66370197179681,61.95,68.25,60.82,58.53,46.9,0,1,4.0,1,1,0,55.95,1,5.92,3.0,58.3,36.48,54.75,54.8,53.5,51.4,77.64,16.14,1,1,43,9,4,0,44.2,3301
STU_005589,2022,25,2022,0,3,3.2,96.32,86.63,2,4,93.86,65.47,61.34,65.70159420459112,72.68995871176455,55.79,75.14,66.57,51.28,36.12,1,1,7.0,1,0,0,30.63,3,6.93,2.0,53.557445349335616,77.99,61.02,62.5,49.72,69.94,35.06,86.89,1,0,60,8,6,1,62.09,4114
STU_005590,2021,23,2021,1,3,2.74,58.32,75.13,2,2,64.14,88.62,67.54,58.42,50.53,58.5,63.4,71.55204496548126,49.61751806175279,83.19,1,1,4.0,0,0,0,61.13,7,1.01,0.0,67.73,53.5,76.23,48.7,90.14,70.03,80.56,28.12,1,1,34,9,7,4,91.04,1807
STU_005591,2020,21,2020,3,1,3.14,25.77,67.35,2,7,55.6,81.27,62.7,63.63,41.97,58.15,55.87580361106136,49.15,55.21,72.58,1,3,11.0,0,0,0,54.0,7,2.27,7.0,32.44,51.62,15.62,71.16,65.86,25.11,51.84,41.79,0,0,117,13,1,1,60.28,9534
STU_005592,2021,23,2021,3,1,2.44,64.86,83.4,1,2,94.9,98.72,97.11,91.06,100.0,87.26,87.79,91.4922947774554,94.11826491956664,50.29,0,2,10.0,1,0,0,39.91,7,2.55,3.0,53.557445349335616,19.25,29.62,74.58,70.89,50.97,87.58,18.02,1,1,6,0,0,5,70.78,8638
STU_005593,2020,21,2020,6,1,2.22,80.78,86.12,0,4,60.48,78.76,69.78,70.65042696844563,74.96288939389373,77.26,69.57,68.86,61.84,32.47,0,0,0.0,3,1,0,70.7,6,1.61,1.0,53.557445349335616,86.8,47.57,62.61,92.35,19.47,44.1,45.41,0,1,55,8,5,2,72.79,6907
STU_005594,2023,20,2023,0,0,3.25,72.59,85.75,1,3,63.27,61.84,51.31,75.56,45.45,65.06,71.83,65.53,59.13,39.32,2,0,4.0,2,1,0,81.27,16,2.55,3.0,59.57,67.19,76.26,17.1,65.42,67.88,50.99,33.91,2,0,38,5,0,3,66.58,6042
STU_005595,2022,23,2022,2,2,3.51,83.77,70.68,2,3,78.17,69.48,67.11,65.24,67.91,72.82,65.71,52.4,74.0,83.48,1,1,6.0,0,1,0,57.33377542548776,0,2.55,3.0,45.51,50.84,75.87,39.72,63.17,49.42,58.3,24.1,2,2,32,3,5,1,77.93,8495
STU_005596,2019,25,2019,5,0,2.55,64.82,71.15,0,7,80.32,69.51,84.85,84.71,80.37,98.47,88.73612791673361,62.28,93.19,95.38,5,1,4.0,1,1,0,96.5,2,2.55,3.0,65.43,46.6,84.82,23.39,86.79,43.15,29.2,95.54,1,2,32,8,2,0,100.0,9304
STU_005597,2019,22,2019,5,2,2.81,51.34,74.01,1,3,69.96,69.84,74.31,71.93,45.25,43.44,66.02,70.62,71.58,61.56,3,1,6.0,0,1,1,57.79,6,1.13,3.0,56.51,21.19,45.02,49.11,56.73,35.36,56.79,84.93,3,0,49,7,0,4,82.61,975
STU_005598,2020,24,2020,4,2,2.56,52.31,93.75,2,7,87.34,82.24,70.01,86.98,77.33,52.44,79.00173130692656,79.55,58.73,56.06,3,0,5.0,1,3,1,64.2,3,5.42,2.0,53.557445349335616,42.09,75.02,33.92,45.63,55.81,23.31,41.44,5,2,31,1,6,0,63.68,9175
STU_005599,2024,21,2023,0,1,2.69,68.85,61.68,0,5,70.33,73.28,64.86,91.9909022210015,63.03263431408983,71.74,72.46,53.75,60.5,58.09,0,1,6.0,0,1,1,39.63,6,1.24,0.0,51.04,65.41,60.01,24.51,80.5,62.8,50.23,38.78,1,0,67,7,3,2,77.7,1051
STU_005600,2024,24,2024,0,1,3.71,95.72,73.26,1,3,89.58,70.4,85.15,76.73,73.14,72.88,83.46,61.04,74.0,48.19,1,1,6.0,1,3,1,45.94,0,3.83,0.0,52.46,24.59,38.58,54.68,34.76,40.08,85.3,77.09,2,3,34,6,3,1,54.05,9226
STU_005601,2019,23,2019,4,0,2.63,67.22,84.22,3,1,54.94,78.63,74.46,88.08585481029326,60.26,56.738124611483805,75.11,63.04,54.0,74.92,3,1,7.0,1,1,1,57.33377542548776,9,3.95,7.0,71.09,59.09,62.42,72.47,86.11,56.84,31.7,89.22,2,0,50,4,2,0,88.52,3728
STU_005602,2024,22,2023,1,2,2.74,86.57,74.85,1,3,65.06,64.22,56.77,60.2,35.87,50.88,35.24,50.21,48.97,48.47,1,1,6.0,0,4,3,36.25,7,1.54,3.0,74.96,63.04,92.77,57.4433546637744,63.6,29.23,78.74,68.08,4,2,1,0,0,0,65.31,3790
STU_005603,2020,21,2020,0,0,3.64,45.17,71.26,0,1,84.38,73.49,66.24,82.73290289690652,75.39,68.49140817958383,47.41,75.07,63.69,44.22,1,1,8.0,0,0,0,50.34,1,2.13,2.0,50.86,70.06,91.64,76.29,46.09,44.06,52.19,90.29,4,1,46,7,0,5,86.55,8710
STU_005604,2020,21,2019,0,2,2.52,54.74,71.66,1,10,62.41,42.23,36.3,59.82,27.47,55.45,60.57,46.58,47.59,19.98,1,0,3.0,0,0,0,34.49,5,1.22,1.0,40.9,55.83,41.69,57.4433546637744,85.38,49.38,60.52,68.26,2,0,22,0,0,0,53.66,9774
STU_005605,2019,21,2019,5,1,2.94,36.37,77.03,2,1,79.97,89.68,72.92,92.5437758333494,80.83,93.49763372952629,100.0,74.88,83.85,76.2,0,1,2.0,1,2,1,61.57,4,1.81,2.0,32.27,81.98,80.0,47.4,56.27,68.49,51.23,53.41,1,0,77,9,1,5,96.72,3174
STU_005606,2023,28,2023,1,1,3.37,66.73,64.39,1,10,71.51,70.41,65.25,61.46,62.75,71.28,76.22,64.04,66.12,44.69,0,1,4.0,2,4,2,40.96,7,1.64,1.0,38.38,78.73,58.9,97.72,92.6,74.55,42.7,87.44,2,0,114,14,1,2,72.09,1283
STU_005607,2026,21,2025,2,3,3.29,51.37,88.76,2,8,29.16,30.28,41.36,37.94,59.23,32.98,27.49,41.065281851434165,38.42611490098779,63.88,0,1,8.0,0,0,0,56.01,5,4.32,1.0,46.73,69.66,22.2,47.99,28.74,41.35,75.25,24.92,1,0,58,4,2,0,45.8,9470
STU_005608,2021,20,2021,1,2,3.21,68.76,82.32,0,7,71.07,67.51,70.84,72.96,59.98,59.8,57.751589192972425,69.37,61.44,44.5,1,2,5.0,2,3,0,26.0,8,4.62,4.0,84.69,38.44,51.93,34.23,68.91,36.22,13.07,25.58,3,1,22,1,7,4,53.51,3088
STU_005609,2024,25,2023,0,0,3.04,30.95,72.39,1,1,63.81,58.23,66.59,65.3280550975213,67.4,66.5188299636329,77.77,64.54,60.11,82.08,0,1,11.0,1,0,0,61.17,6,0.76,2.0,30.36,60.86,62.85,53.42,78.83,67.39,25.73,69.15,2,2,102,12,0,2,100.0,1474
STU_005610,2026,20,2025,1,1,2.97,40.47,73.16,0,6,60.09,72.4,60.01,63.87,69.33,67.26,55.4,68.89136731439514,71.27405880197584,74.12,2,1,10.0,1,2,2,82.85,1,0.48,0.0,64.98,81.95,60.0,79.67,83.87,57.85,74.35,47.9,1,1,29,3,4,2,90.17,2956
STU_005611,2024,21,2024,1,3,2.51,90.89,74.35,4,3,86.97,88.5,78.59,76.02,64.69,81.1,74.83,67.21,78.57,66.1,1,3,7.0,0,0,0,45.54,11,7.33,6.0,11.73,83.63,79.63,43.66,79.14,42.14,27.74,71.59,1,2,24,7,7,5,78.63,5980
STU_005612,2021,22,2021,0,2,3.42,67.13,71.16,1,5,100.0,90.24,100.0,97.59567176454784,100.0,95.91,100.0,93.7,76.34,48.86,0,1,9.0,1,0,0,61.53,4,4.24,3.0,18.14,53.33,91.76,25.96,36.4,49.05,48.0,81.25,1,3,88,10,0,4,91.32,7228
STU_005613,2024,22,2024,1,3,3.11,41.13,68.91,1,2,87.21,78.56,85.12,70.27,83.99,71.83,66.91,65.74457718092386,69.98888319281194,80.43,2,0,4.0,1,0,0,82.94,8,6.7,8.0,75.82,63.9,22.22,48.3,54.35,57.83,59.77,33.14,3,2,30,4,0,5,99.51,1556
STU_005614,2024,22,2024,1,1,2.96,58.78,91.29,1,6,66.61,80.19,64.96,82.99,67.88,92.98,74.95,83.3960365322869,77.96902476449858,83.51,5,0,3.0,0,1,0,54.31,5,2.55,3.0,76.19,53.74,55.67,77.34,47.62,63.93,52.83,50.7,1,2,52,5,6,3,100.0,2138
STU_005615,2022,22,2021,0,1,3.55,57.37218746545817,75.78,1,10,69.95,68.81,70.42,56.59,77.29,90.61,58.74,68.58,61.55,61.14,4,2,14.0,1,0,0,75.3,4,8.34,4.0,78.8,26.7,87.05,92.55,61.34,39.55,69.88,39.77,6,2,27,1,0,0,88.32,7924
STU_005616,2026,22,2026,1,2,2.59,69.73,95.1,3,5,80.5,71.08,66.24,74.14770640532056,83.09642735114164,53.25,83.31,82.67,73.13,42.99,1,0,4.0,1,0,0,62.27,3,0.37,3.0,54.42,27.8,76.62,45.91,76.83,77.55,38.76,35.76,2,1,22,2,4,3,84.98,7233
STU_005617,2026,20,2026,1,2,2.91,76.43,87.87,1,4,74.94,84.35,67.79,74.8487036928906,79.49879618179921,80.51,82.58,70.0,65.78,41.25,0,1,6.0,3,1,0,37.42,5,2.23,5.0,59.14,78.42,74.19,66.55,79.32,91.21,40.89,74.34,2,1,34,2,2,0,89.32,4706
STU_005618,2020,24,2020,6,1,3.84,57.37218746545817,85.07,0,4,63.23,64.03,63.58,86.28366385966599,71.45887489196811,56.46,58.46,69.94,51.98,31.85,1,3,8.0,0,0,0,24.66,4,0.17,3.0,37.73,32.11,74.23,87.26,64.46,55.85,81.22,68.72,2,1,39,3,2,5,75.02,9872
STU_005619,2021,23,2021,6,3,3.04,77.83,87.48,1,7,74.68,88.44,75.41,58.31,65.18,79.92,87.33805050670898,69.47,68.87,86.53,1,0,4.0,0,2,1,61.71,4,0.26,5.0,63.42,32.99,74.07,84.15,88.33,38.33,77.26,40.97,2,2,38,4,7,3,100.0,2406
STU_005620,2021,23,2021,1,3,3.19,57.27,68.41,0,10,64.71,51.86,57.79,38.2,38.97,36.94,48.9,48.16,32.84,57.55,0,2,9.0,0,0,0,28.99,3,0.56,2.0,57.75,48.8,69.65,87.4,55.45,75.71,50.13,58.47,2,1,25,2,2,3,61.82,3216
STU_005621,2024,23,2023,5,2,3.31,46.34,84.28,1,6,62.84,71.85,68.26,70.87,64.21,71.83,73.26,85.21854743914508,58.66923560384669,66.09,1,2,6.0,0,1,0,21.41,5,1.47,7.0,60.19,69.77,43.97,91.35,55.25,67.45,54.31,20.08,2,1,50,5,1,0,78.22,5245
STU_005622,2023,20,2022,5,3,2.68,36.41,76.63,3,10,62.88,64.38,45.94,58.48,43.28,66.88,47.62,61.11,37.69,46.96,1,1,3.0,0,3,1,52.6,5,0.36,3.0,56.06,81.02,86.66,74.66,84.86,70.97,37.81,67.84,1,2,57,5,7,4,74.4,3299
STU_005623,2025,24,2025,1,2,2.63,48.2,82.73,1,0,93.32,41.67,61.9,82.49,62.00095737160315,74.49,66.27,58.01,64.16,92.34,3,1,5.0,1,0,0,90.43,11,5.25,3.0,55.0,56.32,93.18,52.7,79.04,28.64,26.11,27.34,1,2,87,9,1,0,100.0,6423
STU_005624,2022,26,2022,2,0,3.17,69.83,69.09,0,1,63.46,65.7,61.65,80.95244042153189,75.27,65.31128661187536,53.1,37.85,75.7,92.47,1,4,13.0,1,1,1,40.31,17,7.54,12.0,38.81,76.32,40.63,78.91,36.39,80.17,64.98,41.13,0,1,23,2,1,0,93.1,2266
STU_005625,2020,23,2020,1,2,3.53,34.47,79.6,1,4,58.57,66.47,67.41,78.95971048104691,74.40635902797774,54.02,57.25,44.64,52.21,27.72,0,1,8.0,1,2,0,74.15,5,4.29,2.0,44.03,62.0,48.49,16.34,26.61,17.82,30.7,72.54,0,1,12,2,0,4,53.41,2244
STU_005626,2021,20,2021,0,2,2.83,94.58,96.17,0,6,51.3,62.13,59.13,55.68,49.7,50.32,39.19,54.88018817025237,67.56334251430006,96.67,3,2,6.0,0,1,0,94.27,5,6.46,2.0,81.71,72.33,88.59,47.4,83.51,60.46,56.95,28.22,1,0,14,3,4,5,100.0,9109
STU_005627,2023,26,2023,1,2,2.7,54.28,91.7,2,5,75.15,84.9,82.94,85.20572768386114,91.94879969397962,82.2,52.07,54.37,59.38,48.01,3,0,2.0,1,1,0,57.33377542548776,11,2.55,3.0,55.5,49.19,56.15,65.06,63.42,52.48,60.7,80.92,3,1,46,1,3,4,75.05,7271
STU_005628,2026,24,2026,0,2,3.41,77.23,68.4,1,0,65.95,68.46,55.45,65.11,79.43164423488379,65.68,80.35,62.4,60.23,32.72,0,0,1.0,0,3,1,80.37,4,2.2,2.0,56.4,25.67,17.48,19.17,59.53,53.18,43.29,46.99,5,1,53,6,2,3,49.8,9260
STU_005629,2026,26,2026,4,1,3.68,28.81,96.42,1,6,80.31,66.53,72.0,74.94,71.77,74.01,61.19,88.67259401772102,59.486240654967,9.6,0,0,4.0,1,0,0,26.54,7,3.25,1.0,53.557445349335616,38.26,57.39,24.51,40.59,60.67,37.39,95.28,4,2,68,3,2,3,56.7,4420
STU_005630,2020,22,2019,2,0,2.41,27.88,79.48,0,4,97.93,72.67,81.4,94.09978649145675,82.34105761446648,62.96,66.59,82.8,52.9,91.9,3,4,16.0,1,2,0,92.11,6,3.4,6.0,24.37,45.55,24.74,58.01,45.76,87.6,55.48,62.71,4,1,94,12,2,5,100.0,9242
STU_005631,2022,22,2022,0,1,3.4,78.63,79.47,0,3,76.41,62.52,59.21,63.88,74.26,85.96,64.45,82.97,69.94,27.59,0,1,5.0,0,3,2,71.65,5,1.08,1.0,85.82,70.56,70.23,84.73,45.27,41.33,19.71,29.05,2,0,62,8,0,1,86.9,3022
STU_005632,2025,22,2025,5,0,3.39,57.37218746545817,86.97,1,3,76.84,87.6,78.08,100.0,71.42,68.17,52.54,72.03,88.93,80.85,0,1,6.0,4,0,0,52.2,14,1.44,11.0,28.09,92.66,89.23,71.71,48.92,49.06,65.24,74.33,3,3,42,5,0,2,71.2,6069
STU_005633,2019,28,2019,5,2,2.78,45.98,83.94,3,10,81.38,61.76,66.82,88.12,62.16,57.4,52.9,60.38,58.3,48.53,3,1,4.0,2,0,0,67.72,8,5.18,6.0,42.34,37.74,78.9,76.47,68.4,58.48,59.63,23.12,2,1,80,14,6,0,88.75,7895
STU_005634,2023,27,2023,1,0,3.01,51.27,100.0,0,7,53.58,50.43,59.34,50.26,44.34,57.15,54.891252266486845,54.49,43.19,42.03,1,1,4.0,2,3,0,78.02,4,1.4,4.0,72.45,43.0,71.71,13.15,32.28,81.37,64.75,54.02,2,1,28,3,5,2,63.95,2420
STU_005635,2019,24,2019,5,3,3.14,44.82,89.38,1,1,20.0,40.52,22.05,62.717829791705775,31.01,53.79396660453816,42.92,39.9,39.85,86.11,1,3,13.0,0,1,0,35.03,6,3.38,2.0,45.9,68.33,58.51,62.18,55.21,78.54,16.19,44.56,1,2,50,3,4,4,77.16,8238
STU_005636,2019,21,2019,1,2,3.24,57.37218746545817,90.94,0,4,54.51,44.62,66.3,63.68770309361346,51.37854027206976,49.43,65.97,63.9,63.46,74.73,1,3,12.0,0,0,0,48.39,6,2.43,1.0,61.23,59.04,92.35,64.42,38.12,19.05,48.71,46.02,2,2,31,2,6,4,80.94,6591
STU_005637,2024,23,2024,0,1,3.16,57.37218746545817,79.41,0,7,79.44,66.93,62.02,67.52,78.55,61.1,67.34566437111651,61.98,72.09,51.6,2,2,8.0,1,2,0,80.85,6,6.15,6.0,60.21,34.44,29.42,31.75,32.5,14.52,67.43,65.32,0,4,64,7,5,1,56.0,2443
STU_005638,2025,25,2024,0,2,2.89,65.83,92.23,1,3,76.6,83.4,70.45,64.81,56.72,59.55,55.51,60.7,59.44,71.97,2,1,6.0,2,0,0,77.82,14,18.36,8.0,42.35,36.41,81.14,74.34,36.11,46.9,61.98,71.53,0,0,73,6,2,5,76.58,6117
STU_005639,2020,22,2020,0,3,3.1,51.07,86.43,2,10,74.31,84.57,65.73,70.39,71.7,76.14,75.67,67.54,65.54,70.36,4,1,11.0,1,1,0,52.35,4,3.78,1.0,22.23,90.88,56.16,50.49,73.92,24.81,63.21,66.56,1,2,72,10,1,2,75.42,7873
STU_005640,2019,20,2019,5,0,3.33,61.06,80.26,0,4,86.08,56.89,73.38,72.76491856891555,71.90199816101372,71.68,46.89,66.97,70.25,62.41,1,1,11.0,1,1,0,50.57,5,0.93,3.0,61.41,44.62,82.88,42.86,68.71,35.08,22.18,38.34,4,3,6,1,1,1,81.57,6555
STU_005641,2022,20,2022,0,1,3.61,59.55,84.23,1,7,84.36,79.87,56.82,47.56,71.71,46.38,75.50003117405572,56.99,56.83,67.42,0,1,2.0,2,1,0,54.98,12,4.49,4.0,49.09,49.67,83.18,51.61,49.67,76.76,18.88,57.28,1,3,32,2,5,4,92.25,5305
STU_005642,2025,23,2025,3,3,2.82,35.2,74.73,2,10,59.21,73.02,57.73,64.64,38.31,73.13,67.44,55.74,52.72,60.25,0,1,10.0,2,1,0,41.21,7,2.31,3.0,61.58,75.55,66.94,66.39,84.09,66.37,59.13,70.67,1,1,43,5,4,1,84.82,7903
STU_005643,2020,23,2020,6,2,3.58,47.75,97.33,1,1,91.33,77.21,84.56,78.77476024544929,76.11,87.42082472891023,96.05,58.04,64.17,40.91,1,2,7.0,1,1,0,41.1,4,0.44,2.0,13.33,56.17,52.75,37.88,76.42,95.83,34.67,46.27,4,0,120,13,6,2,61.33,640
STU_005644,2026,26,2026,0,1,3.28,71.31,97.09,1,9,75.9,95.58,90.49,75.27,73.73,67.27,64.15,66.3,77.06,61.1,1,1,5.0,0,0,0,14.69,6,5.06,2.0,58.33,82.51,60.7,43.69,63.82,41.89,25.17,65.42,2,2,40,2,2,4,58.27,7604
STU_005645,2022,24,2021,0,0,3.38,65.0,87.63,2,5,64.0,64.1,66.86,84.27540723767164,63.68616544844161,61.34,60.0,64.16,59.28,76.11,1,1,8.0,0,3,1,75.37,5,0.24,1.0,56.6,64.51,68.39,48.44,60.76,34.68,38.04,48.0,1,0,41,6,2,3,95.97,1875
STU_005646,2020,23,2019,0,1,3.44,64.89,98.38,4,5,78.06,46.85,76.35,79.27913847743292,53.371600410236944,55.24,59.69,64.88,36.75,73.24,1,3,20.0,2,0,0,70.52,5,1.26,1.0,65.04,43.9,70.32,65.9,47.71,35.01,57.43,50.27,4,1,11,0,4,3,87.22,2979
STU_005647,2020,24,2020,5,3,2.54,39.48,87.47,0,5,67.06,70.79,66.0,83.14876215298602,64.17588682513482,57.54,66.96,61.92,51.29,52.42,0,0,4.0,0,0,0,31.94,5,0.47,1.0,55.23,63.1,63.33,57.4433546637744,43.56,83.22,81.6,56.63,2,0,34,2,0,0,60.14,6378
STU_005648,2021,26,2021,0,1,2.8,41.66,74.87,0,10,54.52,70.94,63.81,53.43,66.31,57.81,63.18,41.9,52.53,34.7,3,1,5.0,2,0,0,82.82,5,2.03,2.0,37.55,83.52,40.73,96.23,79.38,74.6,21.92,30.03,0,1,21,0,3,5,51.29,3366
STU_005649,2025,24,2025,5,2,2.5,64.41,89.55,2,6,77.01,68.66,71.34,85.49,85.7,57.97,68.98,85.9075142164097,72.99366152588617,62.14,1,2,9.0,1,0,0,59.48,2,0.4,2.0,21.95,41.11,52.87,69.1,79.37,83.51,28.48,54.03,2,3,50,6,1,1,82.41,2122
STU_005650,2026,21,2026,0,3,2.65,60.33,78.7,1,8,71.61,72.25,59.14,62.66,62.36,59.08,59.94,73.30195260881965,73.40083226614794,60.22,1,1,3.0,1,2,0,57.33377542548776,12,5.29,7.0,53.557445349335616,61.87,55.86,57.4433546637744,90.02,62.67,40.97,54.36,3,1,10,1,3,0,80.96,4184
